run_id,layer,head,metric,value
20260528_029,1,3,cka_ablated,0.8513868325902622
20260528_029,1,3,cka_delta_vs_baseline,-0.03647353397009001
20260528_030,-1,-1,baseline_cka,0.9728090069447655
20260528_030,0,0,cka_ablated,0.9717881726083594
20260528_030,0,0,cka_delta_vs_baseline,-0.0010208343364060957
20260528_030,0,1,cka_ablated,0.9550398604167889
20260528_030,0,1,cka_delta_vs_baseline,-0.017769146527976565
20260528_030,0,2,cka_ablated,0.9656545878513744
20260528_030,0,2,cka_delta_vs_baseline,-0.007154419093391096
20260528_030,0,3,cka_ablated,0.9586587952250223
20260528_030,0,3,cka_delta_vs_baseline,-0.014150211719743178
20260528_030,1,0,cka_ablated,0.9731305623143504
20260528_030,1,0,cka_delta_vs_baseline,0.0003215553695848916
20260528_030,1,1,cka_ablated,0.9719330449850321
20260528_030,1,1,cka_delta_vs_baseline,-0.0008759619597333845
20260528_030,1,2,cka_ablated,0.9696831486902031
20260528_030,1,2,cka_delta_vs_baseline,-0.0031258582545623526
20260528_030,1,3,cka_ablated,0.9727679078116718
20260528_030,1,3,cka_delta_vs_baseline,-4.109913309369162e-05
20260528_031,-1,-1,baseline_cka,0.9232441904167659
20260528_031,0,0,cka_ablated,0.8581693945728531
20260528_031,0,0,cka_delta_vs_baseline,-0.06507479584391274
20260528_031,0,1,cka_ablated,0.9489286443833092
20260528_031,0,1,cka_delta_vs_baseline,0.025684453966543286
20260528_031,0,2,cka_ablated,0.8766014824065548
20260528_031,0,2,cka_delta_vs_baseline,-0.04664270801021109
20260528_031,0,3,cka_ablated,0.9207813822178073
20260528_031,0,3,cka_delta_vs_baseline,-0.0024628081989586104
20260528_031,1,0,cka_ablated,0.9211568721427726
20260528_031,1,0,cka_delta_vs_baseline,-0.0020873182739932217
20260528_031,1,1,cka_ablated,0.9162898075206863
20260528_031,1,1,cka_delta_vs_baseline,-0.006954382896079525
20260528_031,1,2,cka_ablated,0.9205318895015444
20260528_031,1,2,cka_delta_vs_baseline,-0.002712300915221455
20260528_031,1,3,cka_ablated,0.9195683063411387
20260528_031,1,3,cka_delta_vs_baseline,-0.003675884075627134
20260528_032,-1,-1,baseline_cka,0.82268711097942
20260528_032,0,0,cka_ablated,0.825480143066708
20260528_032,0,0,cka_delta_vs_baseline,0.0027930320872879832
20260528_032,0,1,cka_ablated,0.812921145663199
20260528_032,0,1,cka_delta_vs_baseline,-0.009765965316221092
20260528_032,0,2,cka_ablated,0.810007667384083
20260528_032,0,2,cka_delta_vs_baseline,-0.012679443595337014
20260528_032,0,3,cka_ablated,0.6891565027330394
20260528_032,0,3,cka_delta_vs_baseline,-0.13353060824638063
20260528_032,1,0,cka_ablated,0.8239362293780721
20260528_032,1,0,cka_delta_vs_baseline,0.0012491183986520493
20260528_032,1,1,cka_ablated,0.8165006391906743
20260528_032,1,1,cka_delta_vs_baseline,-0.006186471788745762
20260528_032,1,2,cka_ablated,0.8031075055607244
20260528_032,1,2,cka_delta_vs_baseline,-0.019579605418695634
20260528_032,1,3,cka_ablated,0.8095909810978187
20260528_032,1,3,cka_delta_vs_baseline,-0.01309612988160136
